Data Atualização,Nome da Forma de Abastecimento,Código da SAC ou SAA com captação subterrânea,Municípios Rio Grande do Sul,Coordenadoria Regional de Saúde (CRS),Municípios RS (Cópia),População estimada Abastecida,Data da Inspeção,Tipo de Abastecimento,Possui Responsável Técnico?,Nome Completo do Responsável Técnico,A Forma de Abastecimento Possui Tratamento?,Análises de Vigilância - Cloro Livre Residual menor que 0,2mg/L,Nome Completo,Cargo/Função,Órgão/Instituição (CRS ou Município),Equipe de Inspeção,Data de Entrega do Relatório de Inspeção,Incluir Relatório em PDF
2017-06-01 12:37:27,SAC,,São Valentim,11,,40,01/06/2017,SAC,NÃO,,NÃO,SIM,EVANDRO MENEGHETTI,FISCAL TRIBUTÁRIO, SANITÁRIO E DE MEIO AMBIENTE,PREFEITURA MUNICIPAL DE SÃO VALENTIM/SECRETARIA MUNICIPAL DE SAÚDE/DEPARTAMENTO DE VIGILANCIA SANITÁRIA,,,5816796_448114.pdf
2017-06-06 13:57:37,Muliterno 2244659,,Muliterno,6,,1899,06/06/2017,SAC,SIM,samuel fornari,SIM,NÃO,Ailton Cezar de Oliveira,fiscal sanitario e ambiental ,secretaria municipal de saude muliterno ,,,
2017-06-21 13:21:42,POÇO VILA PALMEIRA FERREIRA,,Benjamin Constant do Sul,11,,148,31/05/2017,SAC,SIM,VERA LUCIA PIZZI DAL PUPO,SIM,NÃO,NATALIE FERREIRA NAZARI,COORDENADORA DE VIGILANCIA SANITÁRIA,SECRETARIA MUNICIPAL DE SAÚDE,,05/06/2017,5886549_448114.docx
2017-06-21 15:25:36,Comunidade de Linha Vanini Baixo,,Floriano Peixoto,11,,43,12/06/2017,SAC,SIM,Alvaro Luis Malvesti,SIM,NÃO,Vanusa Zorzeto,Fiscal Sanitário e De Meio Ambiente,Prefeitura Municipal,,21/06/2017,5887684_448114.pdf
2017-06-21 16:12:03 (2017-06-21 16:05:28),SOCIEDADE ABASTECEDORA DE AGUA COLINAS,,Colinas,16,,1100,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor de Sanidade Animal,Sec. Municipal do Meio Ambiente,,21/06/2017,5888144_448114.pdf
2017-06-21 16:14:20 (2017-06-21 15:51:46),SOCIEDADE ABASTECEDORA DE AGUA COLINAS,,Colinas,16,,1100,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor de Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5887974_448114.pdf
2017-06-21 16:21:34,SOCIEDADE DE ÁGUA LINHA BEIJA FLOR,,Colinas,16,,91,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor do Setor se Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5888285_448114.pdf
2017-06-21 16:25:14,SOCIEDADE DE ÁGUA LINHA ANO BOM,,Colinas,16,,373,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor do Setor se Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5888319_448114.pdf
2017-06-21 16:27:53,SOCIEDADE LINHA 31 DE OUTUBRO,,Colinas,16,,123,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor do Setor se Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5888342_448114.pdf
2017-06-21 16:30:27,REDE DE ÁGUA DA LINHA WESTFALIA,,Colinas,16,,111,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor do Setor se Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5888365_448114.pdf
2017-06-21 16:32:46,SOCIEDADE DE ÁGUA LINHA BEIJA FLOR,,Colinas,16,,91,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor do Setor se Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5888392_448114.pdf
2017-06-21 16:34:26,SOCIEDADE DE ÁGUA LINHA ANO BOM ALTO,,Colinas,16,,174,14/06/2017,SAC,SIM,Edu Ricardo Beltrame,SIM,NÃO,Fabio Oscar Schardong,Supervisor do Setor se Sanidade Animal,Secretaria Municipal do Meio Ambiente,,21/06/2017,5888405_448114.pdf
2017-06-22 08:47:34,POÇO AJU2 (CORSAN),,Ajuricaba,17,,4200,05/06/2017,SAA,SIM,RAFAEL POMPILHO,SIM,NÃO,MARGARETE ISEPPI,FISCAL SANITARIO,SECRETARIA MUNICIPAL DE SAUDE DE AJURICABA,,22/06/2017,5889810_448114.pdf
2017-06-22 09:02:20 (2017-06-22 08:41:22),POÇO AJU2 (CORSAN),,Ajuricaba,17,,4200,05/06/2017,SAA,SIM,RAFAEL POMPILHO,SIM,NÃO,MARLI TERESINHA BRIGO AYRES BUENO,FISCAL SANITARIO,SECRETARIA MINUCIPAL DE SAUDE DE INHACORA,,22/06/2017,5889758_448114.pdf
2017-06-22 10:22:37,PTP Associação Linha Inocente,,Estação,11,,33,01/06/2017,SAC,SIM,Vanessa Dos Santos Ritter,SIM,SIM,Kelin Vechiatto,Agente de Fiscalização,Secretaria Municipal de Saúde,,22/06/2017,5890773_448114.pdf
2017-06-23 10:35:41,SAC LINHA RIO PADRE,,Quatro Irmãos,11,,31,24/05/2017,SAC,SIM,Alvaro Luis Malvesti,SIM,SIM,Taisa Federle Alves Ferreira,Coordenadora Geral/ Veterinaria,Secretaria Municipal de Saude,,23/06/2017,5895720_448114.pdf
2017-06-23 10:41:38,SAC São Pedro,,Erval Grande,11,,78 ,30/05/2017,SAC,SIM,Alvaro Luis Malvesti,SIM,NÃO,Fernanda Fernandes,Vigilante Ambiental,Secretaria Municipal de Saúde,,23/06/2017,5895784_448114.pdf
2017-06-23 14:18:33,LINHA ACAMPAMENTO  01,,Três Arroios,11,,8 ,26/05/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,NÃO,VALDIR BONI,FISCAL SANITÁRIO,SECRETÁRIA DE SAÚDE,,02/06/2017,
2017-06-26 08:59:26,LINHA GRAMADO,,Barão de Cotegipe,11,,56,08/06/2017,SAC,SIM,VERA LÚCIA RIZZI DAL PUPO,SIM,NÃO,Silvana Trierveiler,CORDENADORA DA VISA,SECRETARIA MUNICIPAL DE SAÚDE,,26/06/2017,5900844_448114.docx
2017-06-26 10:16:25,POÇO AJU2 (CORSAN),,Ajuricaba,17,,4200,05/06/2017,SAA,SIM,RAFAEL POMPILHO,SIM,NÃO,ELIAS SERAFIM LINDORFER,auxiliar administrativo,SECRETARIA MUNICIPAL DE SAUDE DE AJURICABA,,26/06/2017,5901932_448114.pdf
2017-06-26 10:24:47,POÇO AJU2 (CORSAN),,Ajuricaba,17,,4200,05/06/2017,SAA,SIM,RAFAEL POMPILHO,SIM,NÃO,BENJAMIN VERNER TOMM,AGENTE AMBIENTAL,SECRETARIA MUNICIPAL DE SAÚDE DE  NOVA RAMADA,,26/06/2017,5902042_448114.pdf
2017-06-27 10:44:16,Centro de Triagem e Resíduos,,Panambi,17,,6,23/06/2017,SAC,NÃO,,SIM,SIM,Loreni Dessbesell Windmoller,Fiscal Vigilância Sanitária,Secretaria Municipal da Saúde,,27/06/2017,5910925_448114.pdf
2017-06-27 13:26:29,Associação Comunitária Linha Colônia Casch,,Condor,17,,90,16/06/2017,SAC,NÃO,,NÃO,NÃO,Aguimar Ferraz,Agente Ambiental,cias - condor rs,,27/06/2017,5912846_448114.pdf
2017-06-27 15:30:15,PTP Caixa D Agua Garlet,,Estação,11,,74,23/06/2017,SAC,SIM,Vanessa Dos Santos Ritter,SIM,SIM,Kelin Vechiatto,Agente de Fiscalização,Secretaria Municipal de Saúde,,27/06/2017,5914801_448114.pdf
2017-06-27 15:42:31,SAC,,Nonoai,11,,48 ,12/06/2017,SAC,SIM,Marines Nodari,SIM,NÃO,Rosania da Silva,Fiscal Sanitário,Secretária Municipal de Saúde ( Prefeitura Municipal),,27/06/2017,5915016_448114.doc
2017-06-29 16:53:35,trilha agente jovem SAC,,Augusto Pestana,17,,460,26/06/2017,SAC,SIM,Paulo Roberto Aguiar Gonçalves,SIM,NÃO,Luciana Ferreira Zilke,Fiscal sanitário e ambiental,Prefeitura Augusto Pestana / Sec. Mun. Saúde,,,
2017-06-30 09:22:41,Comunidade de  Linha Vanini Alto,,Floriano Peixoto,11,,49,12/06/2017,SAC,SIM,Alvaro Luis Malvesti,SIM,SIM,Vanusa Zorzeto,Fiscal Sanitário e De Meio Ambiente,Prefeitura Municipal,,30/06/2017,
2017-06-30 16:28:55,PTP STRADIOTTO,,Estação,11,,30,23/06/2017,SAC,SIM,Vanessa Dos Santos Ritter,SIM,SIM,Kelin Vechiatto,Agente de Fiscalização,Secretaria Municipal de Saúde,,30/06/2017,5943156_448114.pdf
2017-07-01 00:51:14,A C BOZANO,,Bozano,17,,664,19/06/2017,SAC,NÃO,,SIM,NÃO,IVAN CAZALI,VIGILANTE EM SAÚDE E MEIO AMBIENTE,SECRETARIA MUNICIPAL DE SAÚDE,,30/06/2017,5945231_448114.pdf
2017-07-03 14:27:31,POÇO TUBULAR ESCOLA AGRICOLA,,Áurea,11,,242,29/05/2017,SAC,SIM,MARINES NODARI,SIM,SIM,JOSIMAR SKOVRONSKI,FISCAL SANITARIO,MUNICIPIO DE ÁUREA,JOSIMAR SKOVRONSKI = FISCAL SANITÁRIOVAGNER MAGAIEVSKI = FISCAL SANITÁRIO,03/07/2017,5949565_448114.pdf
2017-07-04 08:28:10,SAC ESCOLA BARÃO HIRSCH,,Jacutinga,11,,38,31/05/2017,SAC,SIM,AVARO L. MALVESTI,SIM,SIM,DANIELI AIMI,FISCAL AMBIENTAL E SANITÁRIO,SECRETARIA DE MEIO AMBIENTE,Danieli Aimi  -  Fiscal Ambiental e Sanitário,02/06/2017,5952309_448114.pdf
2017-07-04 09:07:53,Cruzaltense - 2,,Cruzaltense,11,,315,30/05/2017,SAC,SIM,JEAN CARLOS MERG,SIM,SIM,VAGNER SANDRI,FISCAL AMBIENTA/SANITÁRIO/ URBANISMO,SECRETARIA MUNICIPAL DE SAUDE,Adriane Boniatti ( Chefe de Serviços de Vigilância Sanitária)Vagner Sandri ( Fiscal Ambiental/Sanitário e Urbanismo),04/07/2017,5952670_448114.pdf
2017-07-04 14:12:34,SAA,,Catuípe,17,,6716,29/06/2017,SAA,SIM,,SIM,NÃO,FERNANDA BERTOLDO,AGENTE DE ENDEMIAS,SECRETÁRIA MUNICIPAL DE SAÚDE,Fernanda BertoldoElianePhilippCarlos A. Meneghini,03/07/2017,
2017-07-04 15:51:55,Comunidade de Mopnte Belo,,Sede Nova,17,,74,27/06/2017,SAC,NÃO,,NÃO,SIM,Juares Zanella de Jesus,Fiscal Sanitário,Secretaria Municipal de Saúde,Juares Zanella de Jesus - Fiscal SanitárioMárcio José Wolfart - Cargo de Confiança,03/07/2017,5956435_448114.docx
2017-07-04 16:18:13,Comunidade De Rosário,,Floriano Peixoto,11,,55 ,12/06/2017,SAC,SIM,Alvaro Luis Malvesti,SIM,NÃO,Vanusa Zorzeto,Fiscal Sanitário e De Meio Ambiente,Prefeitura Municipal,Agente De Combate a Endemias,04/07/2017,5956676_448114.pdf
2017-07-11 08:50:37,SAC AEROPORTO CMTE. KRAEMER,,Bagé,7,,40,23/06/2017,SAC,SIM,LUIS HENRIQUE PACHECO CORRÊA,SIM,SIM,DANIEL AUGUSTO CORRA TEIXEIRA,AGENTE DE COMBATE A ENDEMIAS,SERETARIA MUNICIPAL DE SAÚDE E APOIO À PESOA COM DEFICIÊNCIA,DANIEL TEIXEIRA-AGENTE DE ENDEMIASCLÉBER VILMAR MORAES-AUX. DE SANEAMENTO,10/07/2017,5983648_448114.pdf
2017-07-12 10:27:15,SAC-LINHA 2 PAULO BIASI,,Barão de Cotegipe,11,,16 ,07/07/2017,SAC,NÃO,,NÃO,,Silvana Trierveiler,COORDENADOR DA VISA,SECRETARIA MUNICIPAL DE SAÚDE,SILVANA TRIERVEILER- COORDENADORAMARCOS BEVILAQUA- FISCAL SANITÁRIO,12/07/2017,5990670_448114.pdf
2017-07-12 10:30:02,ASSOCIAÇÃO COMUNITÁRIA SÃO FRANCISCO,,Independência,14,,23 ,11/07/2017,SAC,NÃO,,NÃO,SIM,KLEBER JUNG,ENFERMEIRO/VIGILÂNCIA EM SAÚDE,SECRETARIA MUNICIPAL DE SAÚDE,KLEBER JUNG - ENFERMEIRO,27/07/2017,5990696_448114.pdf
2017-07-13 07:24:12,ASSOCIAÇÃO COMUNITÁRIA ESQUINA BOA VISTA,,Independência,14,,46 ,11/07/2017,SAC,NÃO,,SIM,SIM,KLEBER JUNG,ENFERMEIRO/VIGILÂNCIA EM SAÚDE,SECRETARIA MUNICIPAL DE SAÚDE,KLEBER JUNG - ENFERMEIRO,27/07/2017,5994666_448114.pdf
2017-07-13 07:56:19,LINHA VACA MORTA,,Três Arroios,11,,21,21/06/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETÁRIA MUNICIPAL  DE SAUDE,VALDIR BONI,13/07/2017,
2017-07-13 08:04:23,LINHA NAPOLEÃO,,Três Arroios,11,,87,23/06/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,13/07/2017,
2017-07-13 08:09:30,LINHA SÃO DOMINGOS,,Três Arroios,11,,36,03/07/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,13/07/2017,
2017-07-13 08:39:00,LINHA POÇO GRANDE,,Três Arroios,11,,42,30/06/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,13/07/2017,
2017-07-13 09:28:33,FONTE VALE VITÓRIA,,Barão de Cotegipe,11,,40 ,07/07/2017,SAC,NÃO,,NÃO,SIM,Silvana Trierveiler,COORDENADOR DA VISA,SECRETARIA MUNICIPAL DE SAÚDE,SILVANA TRIERVEILER-COORDENADORA DA VISAMARCOS BEVILAQUA-FISCAL SANITÁRIO,13/07/2017,5995457_448114.pdf
2017-07-13 09:47:50,Linha América,,Erechim,11,,61,05/06/2017,SAC,SIM,Vanessa Rita Ritter dos Santos,SIM,NÃO,Filomena Revers,Fiscal Sanitário e Meio Ambiente,Secretaria Municipal de Saúde,Filomena Revers - Viguagua Municipal ,13/06/2017,5995664_448114.pdf
2017-07-13 09:54:08,LINHA AURORA,,Erechim,11,,58,05/06/2017,SAC,NÃO,,NÃO,NÃO,FILOMENA REVERS,FISCAL SANITÁRIO E MEIO AMBIENTE,SECRETARIA MUNICIPAL DE SAÚDE,FILOMENA REVERS - VIGIAGUA MUNICIPAL,13/06/2017,5995732_448114.pdf
2017-07-13 09:57:45,LINHA BARRA FRIA,,Erechim,11,,29,16/06/2017,SAC,NÃO,,NÃO,NÃO,FILOMENA REVERS,FISCAL SANITÁRIO E MEIO AMBIENTE,SECRETARIA MUNICIPAL DE SAÚDE,FILOMENA REVERS - VIGIAGUA MUNICIPAL,26/06/2017,5995766_448114.pdf
2017-07-13 10:00:59,lINHA BATISTELA,,Erechim,11,,52,16/06/2017,SAC,NÃO,,NÃO,NÃO,FILOMENA REVERS,FISCAL SANITÁRIO E MEIO AMBIENTE,SECRETARIA MUNICIPAL DE SAÚDE,FILOMENA REVERS - VIGIAGUA MUNICIPAL,26/06/2017,5995801_448114.pdf
2017-07-13 10:06:13,ASSOCIAÇÃO DA ÁREA INDUSTRIAL 2,,Independência,14,,5,05/07/2017,SAC,NÃO,,NÃO,SIM,KLEBER JUNG,ENFERMEIRO/VIGILÂNCIA EM SAÚDE,SECRETARIA MUNICIPAL DE SAÚDE,KLEBER JUNG - ENFERMEIRO,27/07/2017,5995852_448114.pdf
2017-07-13 14:44:00,Linha Lageado Boco,,Carlos Gomes,11,,61,23/06/2017,SAC,SIM,Vera Lucia Pizzi Dal Pupo,SIM,SIM,Danieli Paula Potulski,Vigilante Sanitário,Secretaria Municipal de Saúde,Danieli Paula PotulskiVigilante Sanitário,10/07/2017,5998389_448114.pdf
2017-07-13 14:49:09,PTP Caixa D Agua Carteri,,Estação,11,,68,05/07/2017,SAC,SIM,Vanessa Dos Santos Ritter,SIM,NÃO,Kelin Vechiatto,Agente de Fiscalização,Secretaria Municipal de Saúde,,14/07/2017,5998450_448114.pdf
2017-07-13 14:55:42,ASSOCIAÇÃO AMIGOS DA ÁGUA,,Cruzaltense,11,,54,21/06/2017,SAC,SIM,JEAN CARLOS MERG,NÃO,SIM,VAGNER SANDRI,FISCAL AMBIENTA/SANITÁRIO/ URBANISMO,SECRETARIA MUNICIPAL DE SAUDE,ADRIANE BONIATTI (COORDENADORA DA VISA)VAGNER SANDRI (FISCAL AMBIENTAL/SANITÁRIO/URBANISMO,13/07/2017,5998525_448114.pdf
2017-07-13 14:56:15,ASSOCIAÇÃO COMUNITÁRIA SÃO MIGUEL,,Independência,14,,45,11/07/2017,SAC,NÃO,,NÃO,SIM,KLEBER JUNG,ENFERMEIRO/VIGILÂNCIA EM SAÚDE,SECRETARIA MUNICIPAL DE SAÚDE,KLEBER JUNG - ENFERMEIRO,27/07/2017,5998532_448114.pdf
2017-07-13 15:06:09,LINHA SEÇÇÃO A,,Cândido Godói,14,,,11/07/2017,SAC,NÃO,,NÃO,,VALDIR SACKS,FISCAL SANITARIO,VIGILANCIA SANITáRIA - SAUDE,VALDIR SACKS FISCAL SANITÁRIOJOSÉ DE SOUZA MATOS  AGENTE SANITÁRIO,11/07/2017,5998632_448114.doc
2017-07-13 16:07:50,ASSOCIAÇÃO ÁGUA POTAVEL VILA TIMBAUVA,,Cândido Godói,14,,140,12/07/2017,SAC,NÃO,,SIM,NÃO,VALDIR SACKS,FISCAL SANITARIO,VIGILANCIA SANITáRIA - SAUDE,VALDIR SACKS - FISCAL SANITÁRIOJOSÉ DE SOUZA MATOS - AGENTE SANITÁRIO,12/07/2017,5999219_448114.pdf
2017-07-13 16:07:55,ASSOCIAÇÃO ÁGUA POTAVEL VILA TIMBAUVA,,Cândido Godói,14,,140,12/07/2017,SAC,NÃO,,SIM,NÃO,VALDIR SACKS,FISCAL SANITARIO,VIGILANCIA SANITáRIA - SAUDE,VALDIR SACKS - FISCAL SANITÁRIOJOSÉ DE SOUZA MATOS - AGENTE SANITÁRIO,12/07/2017,5999222_448114.pdf
2017-07-13 16:31:41,ASSOCIAÇÃO ÁGUA POTAVEL ESQUINA UNIÃO,,Cândido Godói,14,,477,10/07/2017,SAC,NÃO,,NÃO,,VALDIR SACKS,FISCAL SANITARIO,VIGILANCIA SANITÁRIA - SAUDE,VALDIR SACKS FISCAL SANITÁRIO JOSÉ DE SOUZA MATOS AGENTE SANITÁRIO,10/07/2017,5999436_448114.pdf
2017-07-13 16:41:52,lLINHA LAJEADO LEÃO BAÚ,,Três Arroios,11,,33,30/06/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,13/07/2017,
2017-07-14 08:19:55,Sede poço I - Igreja,,Nova Candelária,14,,245 ,05/07/2017,SAC,SIM,Alexandra Vergutz,SIM,NÃO,Luana Vanessa Schwarzer,Vigilância Sanitária,Prefeitura Municipal de Nova Candelária,Luana Vanessa Schwarzer = Vigilância Sanitária,06/07/2017,
2017-07-14 08:24:03,Sede Poço IV - gráfica,,Nova Candelária,14,,124,10/07/2017,SAC,SIM,Alexandra Vergutz,SIM,NÃO,Luana Vanessa Schwarzer,Vigilância Sanitária,Prefeitura Municipal de Nova Candelária,Luana Vanessa Schwarzer = Vigilância Sanitária,11/07/2017,
2017-07-14 14:00:49,lLINHA LAJEADO LEÃO,,Três Arroios,11,,39,10/07/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,14/07/2017,
2017-07-14 14:07:54,LINHA LAJEADO ANTAS,,Três Arroios,11,,105,29/06/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,14/07/2017,
2017-07-14 14:28:01,ASSOCIAÇÃO LINHA BELA VISTA,,Cruzaltense,11,,102,21/06/2017,SAC,SIM,JEAN CARLOS MERG,NÃO,SIM,VAGNER SANDRI,FISCAL AMBIENTA/SANITÁRIO/ URBANISMO,SECRETARIA MUNICIPAL DE SAUDE,Adriane Boniatti ( Coordenadora da Visa)Vagner Sandri ( Fiscal Ambiental/Sanitário/Urbanismo),14/07/2017,6003963_448114.pdf
2017-07-14 14:46:35,PTP Vista Alegre II,,Estação,11,,65,05/07/2017,SAC,SIM,Vanessa Dos Santos Ritter,SIM,SIM,Kelin Vechiatto,Agente de Fiscalização,Secretaria Municipal de Saúde,,17/07/2017,6004147_448114.pdf
2017-07-17 09:12:22,LINHA FELLIPI,,Mariano Moro,11,,43,30/05/2017,SAC,SIM,VERA LUCIA DALPUPO,SIM,NÃO,NILTON VENDRAME,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAÚDE,NILTON VENDRAME - VIGIAGUA MUNICIPAL,14/06/2017,6008399_448114.pdf
2017-07-17 09:41:31,SEDE POÇO III-DUAS ESQUINAS,,Nova Candelária,14,,163,12/07/2017,SAC,SIM,Alexandra Vergutz,SIM,NÃO,Luana Vanessa Schwarzer,Vigilância Sanitária,Prefeitura Municipal de Nova Candelária,Luana Vanessa Schwarzer - vigilância sanitária,13/07/2017,
2017-07-17 09:42:31,LINHA LAJEADO GRUTA,,Três Arroios,11,,21,25/06/2017,SAC,SIM,VERA LUCIA DAL PUPO,SIM,SIM,VALDIR BONI,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAUDE,VALDIR BONI FISCAL SANITÁRIO,17/07/2017,
2017-07-17 10:27:53,LINHA SANTA TEREZINHA,,Mariano Moro,11,,20,30/06/2017,SAC,SIM,VERA LUCIA DALPUPO,SIM,NÃO,NILTON VENDRAME,FISCAL SANITÁRIO,SECRETARIA MUNICIPAL DE SAÚDE,NILTON VENDRAME - VIGIAGUA MUNICIPAL,07/07/2017,6009121_448114.pdf
2017-07-17 10:52:59,ASSOCIAÇÃO LINHA CECCATO,,Cruzaltense,11,,51,21/06/2017,SAC,SIM,JEAN CARLOS MERG,NÃO,SIM,VAGNER SANDRI,FISCAL AMBIENTA/SANITÁRIO/ URBANISMO,SECRETARIA MUNICIPAL DE SAUDE,Adriane Boniatti ( Coordenadora da Visa)Vagner Sandri ( Fiscal Ambiental/Sanitario/Urbanismo),17/07/2017,6009454_448114.pdf
